,,,,,,,,FROM EBIRD/HISTORICAL WEATHER DATA,Northernly distribution (place),,,,,Southernly distribution (place),,,,,Date of arrival to northernly distribution,,,,,Mean temp (F) at arrival to northernly distribution,,,,,Min temp (F) at arrival to northernly distribution,,,,,Max temp (F) at arrival to northernly distribution,,,,,Date of arrival to southernly distribution,,,,,Mean temp at arrival to southernly distribution,,,,,Min temp at arrival to southernly distribution,,,,,Max temp at arrival to southernly distribution,,,,,Max temp while in northern distribution,,,,,Max temp while in southern distribution,,,,,Min temp while in northern distribution,,,,,Min temp while in southern distribution,,,,,Mean temp while in northern distribution,,,,,Mean temp while in southern distribution,,,,,,,
Colius_striatus,Speckled mousebird,51,38,25,Buckley et al. 2018,,,,"Lalibela, Ethioipia","Lalibela, Ethiopia","Bahir Dar, Ethiopia","Debre Birhan, Ethiopia","Bahir Dar, Ethiopia","Heidelberg, South Africa","Van Dyks Bay, South Africa ","Van Dyks Bay, South Africa","Van Dyks Bay, South Africa","Van Dyks Bay, South Africa","March 6, 2019","April 5, 2018","March 26, 2017","March 22, 2016","May 2, 2015",n/a,n/a,n/a,n/a,n/a,81,81,54,63,66,90,88,75,77,79,"January 17, 2019","January 16, 2018","January 28, 2017","January 11, 2016","January 28, 2015",73,72,68,80,73,65,57,59,68,64,86,82,77,90,82,n/a,n/a,n/a,n/a,n/a,90,92.66,93.66,93.66,97.33,n/a,n/a,n/a,n/a,n/a,70.66,68.66,68.66,68.66,68,n/a,n/a,n/a,n/a,n/a,79.21,76.33,78.44,78.44,77.59,,,
Urocolius_macrourus,Blue-naped mousebird,51.3,33,29,Buckley et al. 2018,,,,"Dakar, Senegal","Dakar, Senegal","Dakar, Senegal","Dakar, Senegal","Dakar, Senegal","Mwatate, Kenya","Mwatate, Kenya","Mwatate, Kenya","Mwatate, Kenya","Mwatate, Kenya","May 20, 2019","May 1, 2018","April 29, 2017","March 3, 2016","April 19, 2015",n/a,n/a,n/a,n/a,n/a,70,68,68,64,66,79,75,77,81,75,"May 21, 2019","July 19, 2018","June 14, 2017","June 19, 2016","June 27, 2915",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,87,86.66,90.33,92.66,88,n/a,n/a,n/a,n/a,n/a,76.66,74,79.66,76.66,79.66,n/a,n/a,n/a,n/a,n/a,80,77.68,82.48,78.85,81.59,n/a,n/a,n/a,n/a,n/a,,,
Columba_livia,Rock pigeon,467,36.5,23,Buckley et al. 2018,,,,"Vestmannaeyjar, Iceland","Vestmannaeyjar, Iceland","Vestmannaeyjar, Iceland","Vestmannaeyjar, Iceland","Vestmannaeyjar, Iceland","Rio Gallegos, Argentina","Rio Gallegos, Argentina","Rio Gallegos, Argentina","Rio Gallegos, Argentina","Rio Gallegos, Argentina","August 12, 2019","July 7, 2018","April 12, 2017","May 10, 2016","March 17, 2015",n/a,n/a,n/a,n/a,n/a,46,48,34,41,26,50,50,39,46,38,"January 2, 2019","January 18, 2018","January 22, 2017","January 25, 2016","January 5, 2015",49.4,57.84,58.29,52.75,53.75,39,48,52,43,45,59,70,70,63,63,55.7,55,56.25,54.75,53.25,68.25,72,63,68,74.25,49.86,49.3,50.25,50,48.25,51.75,51.75,47.5,48.5,49.25,52.2,51.2,52.25,52.58,50.2,58.5,58.5,53.2,56.1,58.6,,,
Columbina_inca,Inca dove,41.5,35,32,Buckley et al. 2018,,,,"Hermosillo, Mexico","Hermosillo, Mexico","Hermosillo, Mexico","Hermosillo, Mexico","Hermosillo, Mexico","Savegre de Aguirre, Costa Rica","Quepos, Costa Rica","Punta Arenas, Costa Rica","Savegre de Aguirre, Costa Rica","Malpais, Costa Rica","July 11, 2019","May 10, 2018","March 5, 2017","April 2, 2016","June 13, 2015",n/a,n/a,n/a,n/a,n/a,93,72,61,57,73,113,104,84,91,100,"January 2, 2019","January 20, 2018","January 1, 2017","January 4, 2016","January 17, 2015",n/a,n/a,n/a,n/a,n/a,73,72,72,75,73,81,81,81,86,82,n/a,n/a,n/a,n/a,n/a,82,84.25,86,86,84.75,n/a,n/a,n/a,n/a,n/a,73.5,69,70.25,71.67,70.75,n/a,n/a,n/a,n/a,n/a,78.4,76.58,77.66,78.87,77.69,,,
Geopelia_cuneata,Diamond dove,39,45,34,Buckley et al. 2018,,,,"Wyndham, Australia","Wyndham, Australia","Wyndham, Australia","Wyndham, Australia","Wyndham, Australia","Cunnamulla, Australia","Cunnamulla, Australia","Innamincka, Australia","Innamincka, Australia","Innamincka, Australia","April 30, 2019","May 24, 2018","August 20, 2017","July 11, 2016","July 5, 2015",53.26,46.76,41.98,49.71,31.44,41,36,30,46,25,72,61,50,55,45,"August 18, 2019","August 9, 2018","July 12, 2017","June 14, 2016","May 16, 2015",48.05,n/a,38.39,38,47.39,30,51,27,27,34,64,74,54,59,63,70,74.66,67.33,73.33,70.33,90.6,85,90.4,88.4,88.8,50.25,54.76,49.66,57.33,58.66,62.6,58.6,60.8,61,58.8,57.3,59.53,55.2,63.5,57.1,74.5,68.4,72.7,72.5,72.2,,,
Geophaps_plumifera,Spinifex pigeon,89,39,33,Buckley et al. 2018,,,,"Wyndham, Australia","Wyndham, Australia","Wyndham, Australia","Wyndham, Australia","Karratha, Australia","Bedourie, Australia","Bedourie, Australia","Bedourie, Australia","Bedourie, Australia","Watarrka National Park, Australia","August 11, 2019","September 2, 2018","September 14, 2017","September 2, 2016","September 30, 2015",41.43,46.55,47.02,48.34,n/a,36,36,41,43,64,50,55,54,52,95,"August 14, 2019","July 9, 2018","August 14, 2017","August 12, 2016","August 24, 2015",32.77,42.43,47.39,37.95,49.48,25,28,32,25,46,50,55,64,50,54,83,88.5,85.5,82.33,82.57,67.33,68.33,70.33,66,66.33,58.9,59.5,57.8,59.5,57,48.66,48.66,48,51.33,49.66,67,71.86,68.95,69.58,66.56,53.79,54.36,55.82,56.25,52.39,,,
Leucosarcia_melanoleuca,Wonga pigeon,468,36,24,Buckley et al. 2018,,,,"Bundaberg, Australia","Bundaberg, Australia","Bundaberg, Australia","Sunshine Coast, Australia","Woodgate, Australia","Mallacoota, Australia","Mallacoota, Australia","Mallacoota, Australia","Mallacoota, Australia","Mallacoota, Australia","June 29, 2019","May 18, 2018","April 14, 2017","April 10, 2016","September 19, 2015",n/a,n/a,n/a,n/a,n/a,57,61,63,62,63,75,77,82,82,77,"December 11, 2019","October 15, 2018","December 31, 2017","November 14, 2016","November 2, 2015",n/a,n/a,n/a,n/a,n/a,55,54,57,50,59,70,68,72,68,68,84.4,83.2,85,83.6,80.5,97.25,95.5,89.5,97.5,93.75,65.6,65.8,68.75,67.4,65.25,67.5,66.75,63.5,65.75,66,70.9,71.12,74,72.9,71.3,81.68,80,75.53,80.34,77.6,,,
Phoeniculus_purpureus,Green woodhoopoe,72.19,35,23.1,Buckley et al. 2018,,,,"Dakar, Senegal","Dakar, Senegal","Dakar, Senegal","Dakar, Senegal","Dakar, Senegal","Port St. Johns, South Africa","Port St. Johns, South Africa","Hluhluwe, South Africa","Hluhluwe, South Africa","Hluhluwe, South Africa","November 13, 2019","November 6, 2018","November 20, 2017","November 14, 2016","December 16, 2015",n/a,n/a,n/a,n/a,n/a,73,72,79,73,73,81,82,86,88,91,"June 8, 2019","April 21, 2018","June 11, 2017","July 20, 2016","July 26, 2015",n/a,n/a,n/a,n/a,n/a,46,52,60,57,58,64,77,79,74,63,93.6,89,93.8,91.2,90.5,n/a,n/a,n/a,n/a,n/a,73.2,71.2,75.2,74.6,75.75,n/a,n/a,n/a,n/a,n/a,78.9,76.3,80.72,79.78,78,n/a,n/a,n/a,n/a,n/a,,,
Guira_guira,Guira cuckoo,140,33,27,Buckley et al. 2018,,,,"São Luís, Brazil","Sobral, Brazil","Parauapebas, Brazil","Fortaleza, Brazil","Aquiraz, Brazil","Necochea, Argentina","Necochea, Argentina","Tres Arroyos, Argentina","Tres Arroyos, Argentina","Necochea, Argentina","October 6, 2019","October 12, 2018","October 28, 2017","July 12, 2016","October 10, 2015",80.13,86.92,83.65,81.04,81.3,77,81,81,75,77,86,91,90,86,86,"January 1, 2019","January 12, 2018","January 5, 2017","February 17, 2016","January 29, 2015",n/a,n/a,n/a,n/a,n/a,64,68,54,68,55,73,86,68,81,68,92,94.5,97,91,89,n/a,n/a,n/a,n/a,n/a,83.75,84,84,81,80,n/a,n/a,n/a,n/a,n/a,87.8,89,91.2,83.8,82.97,n/a,n/a,n/a,n/a,n/a,,,
Daptrius_ater,Black caracara,362,35,19.5,Buckley et al. 2018,,,,"Medellín, Colombia","Medellín, Colombia","Medellín, Colombia","Medellín, Colombia","Medellín, Colombia","São José de Rio Claro, Brazil","São José de Rio Claro, Brazil","São José de Rio Claro, Brazil","São José de Rio Claro, Brazil","São José de Rio Claro, Brazil","January 26, 2019","January 23, 2018","February 10, 2017","January 14, 2016","March 16, 2015",n/a,n/a,n/a,n/a,n/a,66,63,61,68,68,88,82,84,84,84,"May 27, 2019","May 17, 2018","May 14, 2017","June 9, 2016","May 29, 2015",n/a,n/a,n/a,n/a,n/a,73,73,77,72,73,93,90,97,91,97,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
Falco_rupicoloides,Greater kestrel,214,33,15,Buckley et al. 2018,,,,"Omuthiya, Namibia","Okaukuejo, Namibia","Okaukuejo, Namibia","Okaukuejo, Namibia","Ombika, Namibia",N/A,N/A,N/A,N/A,N/A,"November 2, 2019","November 24, 2018","November 11, 2017","November 9, 2016","November 2, 2015",n/a,n/a,n/a,n/a,n/a,63,66,66,72,64,82,93,91,93,82,N/A,N/A,N/A,N/A,N/A,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
Leipoa_ocellata,Malleefowl,1390,37,22,Buckley et al. 2018,,,,"Bremer Bay, Australia","Bremer Bay, Australia","Bremer Bay, Australia","Bremer Bay, Australia","Bremer Bay, Australia",N/A,N/A,N/A,N/A,N/A,"October 8, 2019","October 20, 2018","October 4, 2017","September 24, 2016","August 13, 2015",n/a,n/a,n/a,n/a,n/a,63,59,61,50,54,104,81,81,79,70,N/A,N/A,N/A,N/A,N/A,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
Callipepla_gambelii,Gambel's quail,125.5,42,34,Buckley et al. 2018,,,,"Moapa, Nevada, United States","Moapa, Nevada, United States","Motoqua, Utah, United States","St. George, Nevada, United States","St. George, Nevada, United States","Hermosillo, Mexico","Hermosillo, Mexico","Guaymas, Mexico","Valentine, Texas","Guaymas, Mexico","February 28, 2019","January 8, 2018","January 3, 2017","January 16, 2016","January 3, 2015",63.63,50.83,48.21,44.5,39.46,53,48,44,38,29,73,54,54,51,51,"April 2, 2019","May 13, 2018","March 2, 2017","March 17, 2016","March 22, 2015",n/a,n/a,n/a,69.33,n/a,64,64,61,50,66,91,97,84,82,88,79,81.75,76.33,81.66,81.33,n/a,n/a,n/a,n/a,n/a,58,60.25,60.33,57,60,n/a,n/a,n/a,n/a,n/a,67.7,69.77,67.68,67.87,69.1,n/a,n/a,n/a,n/a,n/a,,,
Alectoris_chukar,Chukar (or Chukar Patridge),475,39,24,Buckley et al. 2018,,,,"Novosibirsk, Russia","Novosibirsk, Russia","Novosibirsk, Russia","Novosibirsk, Russia","Novosibirsk, Russia","San Clemente Island, USA","San Clemente Island, USA","San Clemente Island, USA","San Clemente Island, USA","San Clemente Island, USA","June 13, 2019","May 27, 2018","July 1, 2017","May 14, 2016","July 4, 2015",n/a,n/a,n/a,n/a,n/a,61,39,61,46,55,79,45,77,79,64,"March 12, 2019","February, 10","February 4, 2017","February 12, 2016","February 18, 2015",55.79,53,58.17,61.13,63.43,52,45,55,52,57,61,66,63,76,71,n/a,n/a,n/a,n/a,n/a,79.6,82,81.25,82.5,88.25,n/a,n/a,n/a,n/a,n/a,60.2,60.25,61.75,61,62.5,n/a,n/a,n/a,n/a,n/a,66.8,67.91,69.4,69.75,73.26,,,
Coturnix_pectoralis,Stubble quail,95.8,35,27,Buckley et al. 2018,,,,"Tennant Creek, Australia","Tennant Creek, Australia","Tennant Creek, Australia","Tennant Creek, Australia","Tennant Creek, Australia","Ballarat, Australia","Deniliquin, Australia","Deniliquin, Australia","Amelup, Australia","Cape Jaffa, Australia","September 24, 2019","April 18, 2018","June 29, 2017","August 29, 2016","August 18, 2015",72.81,87.94,65.53,81.06,68.94,64,79,59,68,61,82,95,72,90,75,"November 29, 2019","October 5, 2018","November 14, 2017","October 30, 2016","November 1, 2015",74.37,52.17,61.02,61.64,60.57,55,45,46,50,48,91,61,77,72,75,99.33,96,99,99,97,87.8,85.8,84.25,85.2,84.8,78.33,75.66,79.66,78.66,76.33,59.4,57.8,57.25,62,58.2,88,85.95,88.54,88.9,86.2,72.2,69.95,69.2,69.96,69.7,,,
Lagopus_leucura,White-tailed ptarmigan,326,38,6,Buckley et al. 2018,,,,"Fishhook, Alaska",Denali National Park and Preserve,Denali National Park and Preserve,"Keno City, Yukon",Denali National Park and Preserve,"Crestone, Colorado","Crestone, Colorado","Keystone, Colorado","San Juan National Forest, Colorado","Monarch, Colorado","June 10, 2019","June 22, 2018","June 28, 2017","June 27, 2016","April 8, 2015",61,61.75,66.13,58.37,35.71,50,56,58,56,23,72,68,74,63,47,"September 1, 2019","August 24, 2018","July 18, 2017","August 20, 2016","August 28, 2015",66.17,61,66.14,59.64,60.17,50,37,51,42,43,84,81,82,76,75,78,78.66,81,69.66,69.89,48.4,53.6,53,54.2,53.79,57.33,58,59.33,55,52.33,18.68,17.5,17.89,20.84,22.99,66,66,69.3,53.33,54.97,29.36,35.4,35.1,37.45,39.66,,,
Syrmaticus_humiae,Hume's pheasant,398.83,29.2,23,Buckley et al. 2018,,,,"Baoshan, China","Baoshan, China","Baoshan, China","Baoshan, China","Baoshan, China","Chiang Mai, Thailand","Chiang Rai, Thailand","Chiang Rai, Thailand","Chiang Rai, Thailand","Chiang Mai, Thailand","March 19, 2019","May 5, 2018","April 21, 2017",n/a,n/a,n/a,n/a,n/a,n/a,n/a,53,62,57,n/a,n/a,68,72,69,n/a,n/a,"November 17, 2019","December 9, 2018","October 29, 2017","May 21, 2016","November 3, 2015",n/a,n/a,n/a,n/a,n/a,64,70,70,75,70,90,84,86,88,73,n/a,n/a,n/a,n/a,n/a,84.33,83.84,84.5,84.7,85.68,n/a,n/a,n/a,n/a,n/a,62.1,62.14,62.12,65.66,58.78,n/a,n/a,n/a,n/a,n/a,74.65,71.55,73,76.32,74.71,,,
Syrmaticus_ellioti,Elliot's pheasant,388.25,31.6,24.5,Buckley et al. 2018,,,,N/A,N/A,N/A,N/A,N/A,"Sanming, China","Sanming, China","Sanming, China","Sanming, China","Sanming, China",N/A,N/A,N/A,N/A,N/A,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"October 5, 2019","May 25, 2018","March 9, 2017","February 24, 2016","January 17, 2015",n/a,n/a,n/a,n/a,n/a,71,73,45,44,39,91,95,65,58,61,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
Aramides_cajaneus,Gray-cowled wood-rail ,374.3,38,30,Buckley et al. 2018,,,,"Valencia, Venezuela","Valencia, Venezuela","Valencia, Venezuela","Valencia, Venezuela","Yolombó, Columbia","Buenos Aires, Argentina","Punta Indio, Argentina","Punta Indio, Argentina","Ilha Grande, Brazil","Buenos Aires, Argentina","November 25, 2019","October 26, 2018","November 18, 2017","August 18, 2016","October 22, 2015",83.67,81.5,81,79.67,83.41,73,73,81,72,75,90,90,81,91,95,"January 27, 2019","January 28, 2018","January 6, 2017","January 2, 2016","January 31, 2015",80.5,n/a,n/a,n/a,n/a,73,68,59,68,57,91,81,75,82,79,88.25,87.1,87.4,89.68,91.1,68.85,69.96,70.35,66.75,72.4,65.9,70,67.3,69,70.45,49.8,52.47,50.54,50.84,51.5,79.88,80.22,80.1,80.9,81.83,59.58,61.1,61.12,60.12,62.72,,,
Tribonyx_ventralis,Black-tailed nativehen,309.2,40,20,Buckley et al. 2018,,,,"Birdsville, Australia","Newcastle Waters, Australia","Lake Argyle, Australia","Alice Springs, Australia","Alice Springs, Australia","Naracoorte, Australia","Naracoorte, Australia","Southend, Australia","Robe, Australia","Millicent, Australia","August 1, 2019","July 29, 2018","July 10, 2017","November 27, 2016","August 30, 2015",40.59,48.02,38.89,62.24,41.85,25,39,27,48,27,57,57,52,75,57,"January 13, 2019","January 18, 2018","April 1, 2017","January 14, 2016","January 15, 2015",72.17,71.17,53.37,77.08,67.81,61,48,47.6,57,52,84,93,72,91,81,71.59,69,70,67.79,67.72,70.2,69.4,68.87,70.62,67.35,43.65,43.62,45.8,45.89,44.11,44.83,44.9,41.65,47.5,44.32,57.49,55.76,58.95,56.32,55.24,56.1,56.1,54.23,57.9,54.33,,,
Porphyrio_porphyrio,Western Swamphen,919.3,38,14,Buckley et al. 2018,,,,"Ambosta, Spain","Ambosta, Spain","Ambosta, Spain","Ambosta, Spain","Ambosta, Spain","El Jadida, Morocco","Rabat, Morocco","Casablanca, Morocco","Kenitra, Morocco","Kenitra, Morocco","April 25, 2019","April 1, 2018","April 10, 2017","March 25, 2016","May 4, 2015",n/a,n/a,n/a,n/a,n/a,57,41,45,45,63,68,64,68,64,72,"October 15, 2019","July 25, 2018","July 3, 2017","October 22, 2016","September 10, 2015",n/a,n/a,n/a,n/a,n/a,54,66,63,59,61,75,75,93,79,79,n/a,n/a,n/a,n/a,n/a,68.1,70.33,70.59,66.88,67,n/a,n/a,n/a,n/a,n/a,49.1,50.35,49.41,49.2,48.58,n/a,n/a,n/a,n/a,n/a,58.4,58.34,60.8,57.99,57.73,,,
Cardinalis_cardinalis,Northern cardinal ,41,42.6,29,Buckley et al. 2018,,,,"L'assomption, Canada","L'assomption, Canada","Sorel-Tracy, Canada","Ottawa, Canada","Sorel-Tracy, Canada","Key West, Florida Keys, Florida","La Crucecita, Mexico","Miraflores, Baja California Sur, Mexico","La Crucecita, Mexico","Florida Keys, Florida","May 6, 2019","April 10, 2018","April 2, 2017","March 13, 2016","May 10, 2015",62.67,33.71,37.77,39.78,62.66,52,28,28,34,55,73,37,50,46,66,"July 9, 2019","July 17, 2018","July 16, 2017","August 16, 2016","August 12, 2015",82.24,87.96,83.25,84.21,85.94,79,85,76,81,83,86,91,91,88,89,68.83,66.98,60.77,67.98,67.76,83.4,82.8,81.89,81.52,85.79,52.2,49.85,44.93,50.95,51.43,72.58,63.3,69.15,71.23,78.2,60.64,58.54,52.61,59.6,59.45,79,73.99,75.4,76.67,82,,,
Cardinalis_sinuatus,Pyrrhuloxia,32,42.8,30,Buckley et al. 2018,,,,"Candelaria, Mexico","Chihuahua, Mexico","Balmorhea, Mexico","Lajitas, Texas","Ojinaga, Mexico","Lerdo, Mexico","Monterrey, Mexico","Reynosa, Mexico","Reynosa, Mexico","Reynosa, Mexico","May 6, 2019","May 5, 2018","May 8, 2017","May 12, 2016","May 17, 2015",n/a,n/a,n/a,n/a,n/a,77,82,77,82,81,95,90,95,95,97,"February 17, 2019","February 10, 2018","February 14, 2017","February 20, 2016","February 12, 2015",70.29,69.54,66.42,75.27,61.38,61,54,59,68,57,82,88,75,82,68,n/a,n/a,n/a,n/a,n/a,82.3,83.6,83.43,80.68,75.4,n/a,n/a,n/a,n/a,n/a,66.1,59.9,65.22,61.33,59.19,n/a,n/a,n/a,n/a,n/a,74.47,74.88,75,71.88,66.12,,,
Coereba_flaveola,Bananaquit,10,35,25,Buckley et al. 2018,,,,"Nassau, The Bahamas","Nassau, The Bahamas","Nassau, The Bahamas","Nassau, The Bahamas","Nassau, The Bahamas","Pelotas, Brazil","Pelotas, Brazil","Porto Alegre, Brazil","Pelotas, Brazil","Porto Alegre, Brazil","April 10, 2019","August 31, 2018","August 31, 2017","May 7, 2016","September 12, 2015",75.25,79.5,84.46,76.46,84.95,70,74.8,74.8,70,79,79,88,93,86,91,"July 27, 2019","August 26, 2018","August 2, 2017","October 22, 2016","August 22, 2015",n/a,n/a,n/a,n/a,n/a,52,39,59,54,41,61,61,61,75,63,85.88,87.43,92,91,85.56,81.2,80.63,79.87,82.1,78.78,71.6,67.7,64,65.7,66.88,61.41,55.33,51,53.79,51.57,80.58,80.75,78.9,83.15,81.36,73.88,71.57,70,72.19,71.43,,,
Aphelocoma_coerulescens,Florida scrub jay,78.72,24,12.4,Buckley et al. 2018,,,,"Ocala, Florida","Ocala, Florida","Ocala, Florida","Ocala, Florida","Ocala, Florida","Jupiter, Florida","Jupiter, Florida","Archbold, Florida","Jupiter, Florida","Archbold, Florida","June 12, 2019","June 1, 2018","May 26, 2017","June 19, 2016","May 10, 2015",78.32,81.4,72,76.36,75.12,74,72,55,71,63,86,93,87,86,91,"January 13, 2019","January 20, 2018","January 19, 2017","January 19, 2016","February 6, 2015",72.17,65.42,70.21,54.92,65.88,64,59,60,49,57,82,72,79,64,74,84.3,81.84,81.69,83,84.7,81.1,83.5,80.46,80,83.5,65,61.9,63.2,60.4,63.37,66.33,66.1,66,67.85,70.26,73.74,71,70.76,70.7,73.58,73.5,73.4,73.7,74.1,76.7,,,
Pica_nuttalli,Yellow-billed magpie,151.9,33.5,13.5,Buckley et al. 2018,,,,"Arbuckle, CA","Rumsey, CA","Clearlake, CA","Arbuckle, CA","Clearlake, CA","Los Olivos, CA","Solvang, CA","Los Olivos, CA","Solvang, CA","Creston, CA","June 21, 2019","May 22, 2018","June 9, 2017","May 24, 2016","June 12, 2015",69.46,57.3,60.42,63.25,62.23,55,49,55,54,52,88,71,70,76,88,"January 24, 2019","January 11, 2018","January 8, 2017","May 30, 2016","March 30, 2015",53.92,54.46,58.96,59.41,58,42,46,52,57,55,70,63,66,65,65,77.2,74.6,76,73.2,76.6,66,68.57,66.39,67,69.57,53,47.75,50.5,48.5,51.5,51,50.2,49,50.4,50.77,64.66,60.45,62.26,60.24,63.11,58.2,59,57.33,58.5,60,,,
Pica_pica,Eurasian magpie,158.9,32.5,21,Buckley et al. 2018,,,,"Alta, Sweden","Tromso, Norway","Harstad, Norway","Tromso, Norway","Tromso, Norway","Shiraz, Iran","Isfahan, Iran","Isfahan, Iran","Varamin, Iran","Isfahan, Iran","July 30, 2019","June 14, 2018","July 20, 2017","June 9, 2016","June 10, 2015",58.44,49.86,48.52,41.35,44.08,52,39,46,39,41,63,57,52,45,46,"February 14, 2019","March 26, 2018","January 27, 2017","January 14, 2016","January 9, 2015",46.46,70.14,49.24,45.67,50.04,30,48,36,30,30,57,84,63,59,61,48,45.18,47,44.27,42.44,73,72.35,75,74,49.47,39.67,37,36.9,36,35.1,45.3,43.65,45.5,44.95,42,41.2,41.1,42.66,40.55,38.95,60.5,59.5,62.5,61.58,61.3,,,
Amadina_fasciata,Cut-throat finch,17.2,38,31,Buckley et al. 2018,,,,"Debre Birhan, Ethiopia","Debre Birhan, Ethiopia","Addis Ababa, Ethiopia","Addis Ababa, Ethiopia","Addis Ababa, Ethiopia","Pretoria, South Africa","Pont Drift, Botswana","Archers Post, Kenya","Archers Post, Kenya","Archers Post, Kenya","November 3, 2019","November 29, 2018","November 28, 2017","November 17, 2016","November 12, 2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"May 4, 2019","April 27, 2018","April 17, 2017","May 12, 2016","May 2, 2015",65.15,61.5,61.41,64.61,59.63,52,50,50,46,41,79,79,75,77,77,n/a,n/a,n/a,n/a,n/a,78,77,76.46,75.94,81.2,n/a,n/a,n/a,n/a,n/a,52.33,51.9,49.45,51.2,52.78,n/a,n/a,n/a,n/a,n/a,65,64.6,63.9,65,66.91,,,
Erythrura_gouldiae,Gouldian finch,15.5,38,31.7,Buckley et al. 2018,,,,"Berry Springs, Australia","Nitmiluk, Australia","Pine Creek, Australia","Nitmiluk, Australia","Pine Creek, Australia","King Leopold Ranges, Australia","Timber Creek, Australia","King Leopold Ranges, Australia","Timber Creek, Australia","Timber Creek, Australia","October 26, 2019","September 21, 2018","October 21, 2017","October 7, 2016","August 26, 2015",81.42,86.32,88.03,88.39,83.52,77,79,84,81,75,86,93,91,95,91,"May 30, 2019","June 3, 2018","May 13, 2017","May 14, 2016","June 6, 2015",83.03,79.13,82.74,87.68,82.61,77,66,77,81,77,90,88,88,93,88,91.1,90.8,89.89,91.8,90.33,62.3,62.5,61.8,60.5,61.16,76.6,76.5,76.4,77.86,77,37.3,36.35,36.5,41.14,36.99,82.2,83.1,83.1,84,83,49,48.35,48.5,50.36,48.4,,,
Estrilda_melpoda,Orange-cheeked waxbill,7.5,43,35,Buckley et al. 2018,,,,"Wassadougou, Senegal","Wassadougou, Senegal","Koforidua, Ghana","Tamale, Ghana","Serrekunda, The Gambia","Ciudad de la Paz, Equitorial New Guinea","Ciudad de la Paz, Equitorial New Guinea","Douala, Cameroon","Mbe, Republic of the Congo","Douala, Cameroon","April 19, 2019","June 8, 2018","April 15, 2017","April 10, 2016","April 7, 2015",n/a,n/a,n/a,n/a,n/a,81,77,79,75,81,88,90,82,88,91,"January 21, 2019","January 17, 2018","December 19, 2017","January 25, 2016","March 29, 2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
